id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,percent13,percent14,percent15,percent16,percent17,percent18,percent19,percent20,percent21,percent22,percent23,percent24,percent25,percent26,winner_index
186,593082,546538,908,320710,40162,184758,41065,320458,6452,355071,2,2,49845,2445,46108,16653,180626,38440,1932,2156,1784,4204,444,1757,1529,7148,0.1379,0.0068,0.1275,0.0461,0.4996,0.1063,0.0053,0.006,0.0049,0.0116,0.0012,0.0049,0.0042,0.0198,17
187,464926,418870,0,175827,22349,220695,22348,175579,4832,193095,0,1,69134,1997,15077,12849,69268,10092,1322,755,1274,3403,357,1222,1249,5096,0.3493,0.0101,0.0762,0.0649,0.3499,0.051,0.0067,0.0038,0.0064,0.0172,0.0018,0.0062,0.0063,0.0257,17
188,505186,478820,0,198216,48679,231925,48675,197883,5579,240979,0,0,78175,1616,17799,10993,104205,12140,1080,683,1306,4212,325,1050,1253,6142,0.3171,0.0066,0.0722,0.0446,0.4226,0.0492,0.0044,0.0028,0.0053,0.0171,0.0013,0.0043,0.0051,0.0249,17
189,600397,528172,0,230317,42623,255231,42606,230146,5887,266865,1,0,49801,2723,18348,22295,101675,46104,4105,1080,2483,2671,342,2840,2381,10017,0.1826,0.0099,0.0673,0.0817,0.3728,0.169,0.0151,0.004,0.0091,0.0098,0.0013,0.0104,0.0087,0.0367,17
190,476411,444828,0,192455,31573,220799,31562,192338,5885,218015,1,0,41648,1921,17355,17250,80746,39309,2353,666,1735,2299,262,1968,1748,8755,0.186,0.0086,0.0775,0.077,0.3606,0.1756,0.0105,0.003,0.0077,0.0103,0.0012,0.0088,0.0078,0.0391,17
191,515799,443132,0,199203,24475,219453,24474,199077,6420,217131,1,0,39751,1939,14865,17281,67138,56488,2604,759,1682,2539,294,1957,1717,8117,0.1778,0.0087,0.0665,0.0773,0.3003,0.2527,0.0116,0.0034,0.0075,0.0114,0.0013,0.0088,0.0077,0.0363,17
192,477883,441962,0,201803,43426,196734,43423,201702,6970,238155,0,1,54954,2085,23978,22466,84260,28662,2245,629,2268,4176,302,2063,1653,8414,0.2242,0.0085,0.0978,0.0917,0.3437,0.1169,0.0092,0.0026,0.0093,0.017,0.0012,0.0084,0.0067,0.0343,17
193,517000,458160,0,214206,24132,219810,24131,214098,6939,231290,12,0,50863,1865,19639,20647,79140,37032,1797,684,1760,3960,272,1752,1737,10142,0.2135,0.0078,0.0824,0.0867,0.3322,0.1554,0.0075,0.0029,0.0074,0.0166,0.0011,0.0074,0.0073,0.0426,17
194,520209,487093,0,203323,14069,269701,14068,201990,3223,212835,0,0,49489,2924,18298,17633,64313,41143,3480,883,2102,2431,281,1609,1695,6554,0.2291,0.0135,0.0847,0.0816,0.2977,0.1904,0.0161,0.0041,0.0097,0.0113,0.0013,0.0074,0.0078,0.0303,17
195,486347,456450,0,198890,20552,237004,20551,198312,3558,215305,5,1,49433,2640,20717,16551,64949,42350,3042,838,2138,2799,270,1591,1761,6226,0.2259,0.0121,0.0947,0.0756,0.2968,0.1935,0.0139,0.0038,0.0098,0.0128,0.0012,0.0073,0.008,0.0284,17
196,513690,506971,0,247100,13442,246420,13399,242904,4204,252099,10,1,61783,6390,17766,16526,89681,19041,12760,3588,6084,2661,728,4906,3052,7133,0.2411,0.0249,0.0693,0.0645,0.3499,0.0743,0.0498,0.014,0.0237,0.0104,0.0028,0.0191,0.0119,0.0278,17
197,514526,486705,0,235473,9611,241598,9580,231728,2736,238572,26,3,60845,6192,15345,15958,84118,17222,14203,2950,4639,2744,423,4330,3189,6414,0.2521,0.0257,0.0636,0.0661,0.3486,0.0714,0.0589,0.0122,0.0192,0.0114,0.0018,0.0179,0.0132,0.0266,17
198,535919,538519,0,252269,9155,277095,9114,248606,4095,253625,2,2,53702,7495,18360,18773,87011,22731,17296,2791,6030,2789,653,4991,3279,7724,0.2084,0.0291,0.0712,0.0728,0.3376,0.0882,0.0671,0.0108,0.0234,0.0108,0.0025,0.0194,0.0127,0.0299,17
199,514965,531429,0,251497,16806,263120,16801,247382,2796,261387,7,1,58349,5670,19244,17208,109636,17776,7737,2987,4786,2619,783,4020,2747,7825,0.2209,0.0215,0.0728,0.0651,0.415,0.0673,0.0293,0.0113,0.0181,0.0099,0.003,0.0152,0.0104,0.0296,17
200,470737,511425,0,228275,10795,272354,10776,224777,3952,231601,1,0,55290,6171,19120,14548,86826,17163,8289,2033,3957,2781,610,4957,2742,7114,0.2347,0.0262,0.0812,0.0618,0.3686,0.0729,0.0352,0.0086,0.0168,0.0118,0.0026,0.021,0.0116,0.0302,17
201,489198,479568,0,234273,13875,231416,13800,230323,3751,240372,4,0,57286,4700,17538,18034,90342,17790,10960,2528,4780,2871,453,3756,2877,6457,0.2347,0.0193,0.0718,0.0739,0.3701,0.0729,0.0449,0.0104,0.0196,0.0118,0.0019,0.0154,0.0118,0.0264,17
202,696042,712870,0,335961,12150,364765,12146,330965,4233,338878,5,11,69910,6807,24527,35625,134910,23481,10330,4695,6268,3519,965,5687,3705,8449,0.2038,0.0198,0.0715,0.1038,0.3932,0.0684,0.0301,0.0137,0.0183,0.0103,0.0028,0.0166,0.0108,0.0246,17
203,510367,533631,0,243184,10933,279512,10866,238993,2595,247264,12,10,56858,5830,19484,16311,99806,17923,7371,2128,4573,3049,696,4072,2665,6498,0.2276,0.0233,0.078,0.0653,0.3994,0.0717,0.0295,0.0085,0.0183,0.0122,0.0028,0.0163,0.0107,0.026,17
204,524881,542029,47,262480,14657,264844,14661,257510,2892,269279,2,1,64794,6647,19614,16590,105158,19343,8861,2385,4912,3087,744,4602,3750,8792,0.2381,0.0244,0.0721,0.061,0.3864,0.0711,0.0326,0.0088,0.018,0.0113,0.0027,0.0169,0.0138,0.0323,17
205,472024,487959,0,228903,14613,244316,14603,225540,3204,236939,127,0,57356,5870,18212,14906,86614,16772,11197,2397,4675,2629,549,5379,3225,7158,0.2388,0.0244,0.0758,0.0621,0.3607,0.0698,0.0466,0.0099,0.0195,0.0109,0.0023,0.0224,0.0134,0.0298,17
206,494961,476517,0,234498,11786,230226,11778,230641,3222,239197,8,1,56006,6079,16497,18250,87542,18228,11126,2408,4594,3007,462,3693,2947,8358,0.231,0.0251,0.0681,0.0753,0.3611,0.0752,0.0459,0.0099,0.019,0.0124,0.0019,0.0152,0.0122,0.0345,17
207,519925,534326,0,249865,16257,268203,16233,245817,3049,259001,1,0,61092,6517,19112,18171,95601,20213,10328,2792,4542,3228,775,4577,4588,7465,0.2331,0.0249,0.0729,0.0693,0.3648,0.0771,0.0394,0.0107,0.0173,0.0123,0.003,0.0175,0.0175,0.0285,17
208,507764,482894,0,238668,15269,228957,15232,235443,3383,247292,0,0,50978,5501,15614,17084,86715,17121,25633,3627,6555,2144,722,4906,2802,7890,0.2034,0.0219,0.0623,0.0682,0.3459,0.0683,0.1023,0.0145,0.0261,0.0086,0.0029,0.0196,0.0112,0.0315,17
209,522306,519984,0,241074,12747,266164,12722,237076,3149,246649,0,1,52616,5703,15614,17060,86879,19938,23966,3283,5122,2378,836,3796,2897,6561,0.2106,0.0228,0.0625,0.0683,0.3478,0.0798,0.0959,0.0131,0.0205,0.0095,0.0033,0.0152,0.0116,0.0263,17
210,482709,520275,0,231726,7744,280803,7742,228012,2320,233434,2,0,54734,6635,16033,17387,90576,17524,8256,1983,4149,2950,907,3790,2622,5888,0.2322,0.0281,0.068,0.0738,0.3842,0.0743,0.035,0.0084,0.0176,0.0125,0.0038,0.0161,0.0111,0.025,17
211,455984,362500,0,171654,6656,184190,6628,170401,3756,173273,0,0,30940,2374,10431,13228,73648,14189,8734,6413,2393,2633,341,1907,1866,4176,0.1748,0.0134,0.0589,0.0747,0.416,0.0802,0.0493,0.0362,0.0135,0.0149,0.0019,0.0108,0.0105,0.0236,17
212,522004,437369,0,180422,4124,252820,4115,179526,6029,177612,3,0,34685,2441,12726,14996,56330,26182,8603,4759,2841,2826,304,2136,2770,6013,0.1889,0.0133,0.0693,0.0817,0.3067,0.1426,0.0468,0.0259,0.0155,0.0154,0.0017,0.0116,0.0151,0.0327,17
213,529459,441202,0,187665,20295,233213,20177,185898,4980,201095,38,9,39353,2498,12218,15726,73267,19095,15363,4812,3805,2983,548,2370,2770,6287,0.191,0.0121,0.0593,0.0763,0.3555,0.0927,0.0746,0.0234,0.0185,0.0145,0.0027,0.0115,0.0134,0.0305,17
214,498055,416150,0,171676,9221,235258,9148,170470,4361,175257,0,5,32812,2424,11117,14462,59257,25378,9733,4493,2797,2128,287,2235,2766,5368,0.1827,0.0135,0.0619,0.0805,0.3299,0.1413,0.0542,0.025,0.0156,0.0118,0.0016,0.0124,0.0154,0.0299,17
215,527423,456463,0,199631,5622,251209,5596,197666,4223,199039,1,0,34164,2724,12257,14091,74805,27781,10215,5933,2994,2691,493,2645,2694,5552,0.1681,0.0134,0.0603,0.0693,0.368,0.1367,0.0503,0.0292,0.0147,0.0132,0.0024,0.013,0.0133,0.0273,17
216,431714,343389,0,167031,11007,165363,10779,165005,3722,172062,16,28,25998,2051,9125,10983,66877,14352,24094,6412,2412,1788,294,1931,1917,3828,0.1479,0.0117,0.0519,0.0625,0.3804,0.0816,0.1371,0.0365,0.0137,0.0102,0.0017,0.011,0.0109,0.0218,17
217,440351,372850,626,148631,3980,219595,4551,147630,3993,148188,18,0,28187,1780,10877,10080,51916,12158,6169,14379,2161,1794,284,1657,1940,4806,0.1852,0.0117,0.0715,0.0662,0.3411,0.0799,0.0405,0.0945,0.0142,0.0118,0.0019,0.0109,0.0127,0.0316,17
218,534927,455856,0,187620,5913,262440,5906,186566,5313,187159,32,149,37055,2746,12437,17257,58347,19417,18154,5694,2827,2626,327,2249,2550,5473,0.1925,0.0143,0.0646,0.0897,0.3031,0.1009,0.0943,0.0296,0.0147,0.0136,0.0017,0.0117,0.0132,0.0284,17
219,338108,273709,2639,113945,49971,107152,52389,112846,2960,162275,2,0,20845,2608,14167,8757,93272,12478,1095,547,1042,1226,225,1194,1266,3553,0.1262,0.0158,0.0857,0.053,0.5645,0.0755,0.0066,0.0033,0.0063,0.0074,0.0014,0.0072,0.0077,0.0215,17
220,125347,127559,43,51126,27966,48418,28009,51117,2573,76553,6,0,14831,445,6561,2629,44623,2819,374,188,516,1085,129,350,411,1592,0.1874,0.0056,0.0829,0.0332,0.5639,0.0356,0.0047,0.0024,0.0065,0.0137,0.0016,0.0044,0.0052,0.0201,17
221,36107,31990,2420,12591,374,16605,2791,12586,383,14994,0,0,4917,307,1720,996,4469,1226,121,61,109,243,14,162,185,464,0.3198,0.0199,0.1119,0.0648,0.2906,0.0797,0.0079,0.004,0.0071,0.0158,0.0009,0.0105,0.012,0.0302,13
222,563231,481426,29264,231774,47564,172824,76448,231082,11807,295723,0,0,47155,2234,38253,14073,152811,14525,2024,1288,3273,5184,734,2195,1652,10322,0.1533,0.0073,0.1244,0.0458,0.4969,0.0472,0.0066,0.0042,0.0106,0.0169,0.0024,0.0071,0.0054,0.0336,17
223,597240,487630,2568,216882,12956,255224,14757,216641,9956,221442,0,0,48374,2804,28459,20390,75163,16642,1926,1180,5497,4628,482,2570,1922,11405,0.2091,0.0121,0.123,0.0881,0.3248,0.0719,0.0083,0.0051,0.0238,0.02,0.0021,0.0111,0.0083,0.0493,17
224,30704,30350,1912,15905,1002,11531,2859,15696,742,17813,0,0,2318,226,2813,919,8667,1162,147,87,171,229,47,251,160,616,0.1249,0.0122,0.1516,0.0495,0.4671,0.0626,0.0079,0.0047,0.0092,0.0123,0.0025,0.0135,0.0086,0.0332,17
225,376862,372342,46328,190839,16887,118288,63171,190123,3555,249739,0,0,18145,1093,34172,3048,174561,10228,859,772,1007,1546,426,1003,873,2006,0.0716,0.0043,0.1349,0.012,0.6892,0.0404,0.0034,0.003,0.004,0.0061,0.0017,0.004,0.0034,0.0079,17
