id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
188,505186,478820,0,198216,48679,231925,48675,197883,5579,240979,0,0,"78175
31.71%","1616
0.66%","17799
7.22%","10993
4.46%","104205
42.26%","12140
4.92%","1080
0.44%","683
0.28%","1306
0.53%","4212
1.71%","325
0.13%","1050
0.43%","1253
0.51%","6142
2.49%"
189,600397,528172,0,230317,42623,255231,42606,230146,5887,266865,1,0,"49801
18.26%","2723
0.99%","18348
6.73%","22295
8.17%","101675
37.28%","46104
16.90%","4105
1.51%","1080
0.40%","2483
0.91%","2671
0.98%","342
0.13%","2840
1.04%","2381
0.87%","10017
3.67%"
190,476411,444828,0,192455,31573,220799,31562,192338,5885,218015,1,0,"41648
18.60%","1921
0.86%","17355
7.75%","17250
7.70%","80746
36.06%","39309
17.56%","2353
1.05%","666
0.30%","1735
0.77%","2299
1.03%","262
0.12%","1968
0.88%","1748
0.78%","8755
3.91%"
191,515799,443132,0,199203,24475,219453,24474,199077,6420,217131,1,0,"39751
17.78%","1939
0.87%","14865
6.65%","17281
7.73%","67138
30.03%","56488
25.27%","2604
1.16%","759
0.34%","1682
0.75%","2539
1.14%","294
0.13%","1957
0.88%","1717
0.77%","8117
3.63%"
192,477883,441962,0,201803,43426,196734,43423,201702,6970,238155,0,1,"54954
22.42%","2085
0.85%","23978
9.78%","22466
9.17%","84260
34.37%","28662
11.69%","2245
0.92%","629
0.26%","2268
0.93%","4176
1.70%","302
0.12%","2063
0.84%","1653
0.67%","8414
3.43%"
193,517000,458160,0,214206,24132,219810,24131,214098,6939,231290,12,0,"50863
21.35%","1865
0.78%","19639
8.24%","20647
8.67%","79140
33.22%","37032
15.54%","1797
0.75%","684
0.29%","1760
0.74%","3960
1.66%","272
0.11%","1752
0.74%","1737
0.73%","10142
4.26%"
194,520209,487093,0,203323,14069,269701,14068,201990,3223,212835,0,0,"49489
22.91%","2924
1.35%","18298
8.47%","17633
8.16%","64313
29.77%","41143
19.04%","3480
1.61%","883
0.41%","2102
0.97%","2431
1.13%","281
0.13%","1609
0.74%","1695
0.78%","6554
3.03%"
195,486347,456450,0,198890,20552,237004,20551,198312,3558,215305,5,1,"49433
22.59%","2640
1.21%","20717
9.47%","16551
7.56%","64949
29.68%","42350
19.35%","3042
1.39%","838
0.38%","2138
0.98%","2799
1.28%","270
0.12%","1591
0.73%","1761
0.80%","6226
2.84%"
196,513690,506971,0,247100,13442,246420,13399,242904,4204,252099,10,1,"61783
24.11%","6390
2.49%","17766
6.93%","16526
6.45%","89681
34.99%","19041
7.43%","12760
4.98%","3588
1.40%","6084
2.37%","2661
1.04%","728
0.28%","4906
1.91%","3052
1.19%","7133
2.78%"
197,514526,486705,0,235473,9611,241598,9580,231728,2736,238572,26,3,"60845
25.21%","6192
2.57%","15345
6.36%","15958
6.61%","84118
34.86%","17222
7.14%","14203
5.89%","2950
1.22%","4639
1.92%","2744
1.14%","423
0.18%","4330
1.79%","3189
1.32%","6414
2.66%"
198,535919,538519,0,252269,9155,277095,9114,248606,4095,253625,2,2,"53702
20.84%","7495
2.91%","18360
7.12%","18773
7.28%","87011
33.76%","22731
8.82%","17296
6.71%","2791
1.08%","6030
2.34%","2789
1.08%","653
0.25%","4991
1.94%","3279
1.27%","7724
2.99%"
199,514965,531429,0,251497,16806,263120,16801,247382,2796,261387,7,1,"58349
22.09%","5670
2.15%","19244
7.28%","17208
6.51%","109636
41.50%","17776
6.73%","7737
2.93%","2987
1.13%","4786
1.81%","2619
0.99%","783
0.30%","4020
1.52%","2747
1.04%","7825
2.96%"
200,470737,511425,0,228275,10795,272354,10776,224777,3952,231601,1,0,"55290
23.47%","6171
2.62%","19120
8.12%","14548
6.18%","86826
36.86%","17163
7.29%","8289
3.52%","2033
0.86%","3957
1.68%","2781
1.18%","610
0.26%","4957
2.10%","2742
1.16%","7114
3.02%"
201,489198,479568,0,234273,13875,231416,13800,230323,3751,240372,4,0,"57286
23.47%","4700
1.93%","17538
7.18%","18034
7.39%","90342
37.01%","17790
7.29%","10960
4.49%","2528
1.04%","4780
1.96%","2871
1.18%","453
0.19%","3756
1.54%","2877
1.18%","6457
2.64%"
202,696042,712870,0,335961,12150,364765,12146,330965,4233,338878,5,11,"69910
20.38%","6807
1.98%","24527
7.15%","35625
10.38%","134910
39.32%","23481
6.84%","10330
3.01%","4695
1.37%","6268
1.83%","3519
1.03%","965
0.28%","5687
1.66%","3705
1.08%","8449
2.46%"
203,510367,533631,0,243184,10933,279512,10866,238993,2595,247264,12,10,"56858
22.76%","5830
2.33%","19484
7.80%","16311
6.53%","99806
39.94%","17923
7.17%","7371
2.95%","2128
0.85%","4573
1.83%","3049
1.22%","696
0.28%","4072
1.63%","2665
1.07%","6498
2.60%"
204,524881,542029,47,262480,14657,264844,14661,257510,2892,269279,2,1,"64794
23.81%","6647
2.44%","19614
7.21%","16590
6.10%","105158
38.64%","19343
7.11%","8861
3.26%","2385
0.88%","4912
1.80%","3087
1.13%","744
0.27%","4602
1.69%","3750
1.38%","8792
3.23%"
205,472024,487959,0,228903,14613,244316,14603,225540,3204,236939,127,0,"57356
23.88%","5870
2.44%","18212
7.58%","14906
6.21%","86614
36.07%","16772
6.98%","11197
4.66%","2397
0.99%","4675
1.95%","2629
1.09%","549
0.23%","5379
2.24%","3225
1.34%","7158
2.98%"
206,494961,476517,0,234498,11786,230226,11778,230641,3222,239197,8,1,"56006
23.10%","6079
2.51%","16497
6.81%","18250
7.53%","87542
36.11%","18228
7.52%","11126
4.59%","2408
0.99%","4594
1.90%","3007
1.24%","462
0.19%","3693
1.52%","2947
1.22%","8358
3.45%"
207,519925,534326,0,249865,16257,268203,16233,245817,3049,259001,1,0,"61092
23.31%","6517
2.49%","19112
7.29%","18171
6.93%","95601
36.48%","20213
7.71%","10328
3.94%","2792
1.07%","4542
1.73%","3228
1.23%","775
0.30%","4577
1.75%","4588
1.75%","7465
2.85%"
208,507764,482894,0,238668,15269,228957,15232,235443,3383,247292,0,0,"50978
20.34%","5501
2.19%","15614
6.23%","17084
6.82%","86715
34.59%","17121
6.83%","25633
10.23%","3627
1.45%","6555
2.61%","2144
0.86%","722
0.29%","4906
1.96%","2802
1.12%","7890
3.15%"
209,522306,519984,0,241074,12747,266164,12722,237076,3149,246649,0,1,"52616
21.06%","5703
2.28%","15614
6.25%","17060
6.83%","86879
34.78%","19938
7.98%","23966
9.59%","3283
1.31%","5122
2.05%","2378
0.95%","836
0.33%","3796
1.52%","2897
1.16%","6561
2.63%"
210,482709,520275,0,231726,7744,280803,7742,228012,2320,233434,2,0,"54734
23.22%","6635
2.81%","16033
6.80%","17387
7.38%","90576
38.42%","17524
7.43%","8256
3.50%","1983
0.84%","4149
1.76%","2950
1.25%","907
0.38%","3790
1.61%","2622
1.11%","5888
2.50%"
211,455984,362500,0,171654,6656,184190,6628,170401,3756,173273,0,0,"30940
17.48%","2374
1.34%","10431
5.89%","13228
7.47%","73648
41.60%","14189
8.02%","8734
4.93%","6413
3.62%","2393
1.35%","2633
1.49%","341
0.19%","1907
1.08%","1866
1.05%","4176
2.36%"
212,522004,437369,0,180422,4124,252820,4115,179526,6029,177612,3,0,"34685
18.89%","2441
1.33%","12726
6.93%","14996
8.17%","56330
30.67%","26182
14.26%","8603
4.68%","4759
2.59%","2841
1.55%","2826
1.54%","304
0.17%","2136
1.16%","2770
1.51%","6013
3.27%"
213,529459,441202,0,187665,20295,233213,20177,185898,4980,201095,38,9,"39353
19.10%","2498
1.21%","12218
5.93%","15726
7.63%","73267
35.55%","19095
9.27%","15363
7.46%","4812
2.34%","3805
1.85%","2983
1.45%","548
0.27%","2370
1.15%","2770
1.34%","6287
3.05%"
214,498055,416150,0,171676,9221,235258,9148,170470,4361,175257,0,5,"32812
18.27%","2424
1.35%","11117
6.19%","14462
8.05%","59257
32.99%","25378
14.13%","9733
5.42%","4493
2.50%","2797
1.56%","2128
1.18%","287
0.16%","2235
1.24%","2766
1.54%","5368
2.99%"
215,527423,456463,0,199631,5622,251209,5596,197666,4223,199039,1,0,"34164
16.81%","2724
1.34%","12257
6.03%","14091
6.93%","74805
36.80%","27781
13.67%","10215
5.03%","5933
2.92%","2994
1.47%","2691
1.32%","493
0.24%","2645
1.30%","2694
1.33%","5552
2.73%"
216,431714,343389,0,167031,11007,165363,10779,165005,3722,172062,16,28,"25998
14.79%","2051
1.17%","9125
5.19%","10983
6.25%","66877
38.04%","14352
8.16%","24094
13.71%","6412
3.65%","2412
1.37%","1788
1.02%","294
0.17%","1931
1.10%","1917
1.09%","3828
2.18%"
217,440351,372850,626,148631,3980,219595,4551,147630,3993,148188,18,0,"28187
18.52%","1780
1.17%","10877
7.15%","10080
6.62%","51916
34.11%","12158
7.99%","6169
4.05%","14379
9.45%","2161
1.42%","1794
1.18%","284
0.19%","1657
1.09%","1940
1.27%","4806
3.16%"
218,534927,455856,0,187620,5913,262440,5906,186566,5313,187159,32,149,"37055
19.25%","2746
1.43%","12437
6.46%","17257
8.97%","58347
30.31%","19417
10.09%","18154
9.43%","5694
2.96%","2827
1.47%","2626
1.36%","327
0.17%","2249
1.17%","2550
1.32%","5473
2.84%"
219,338108,273709,2639,113945,49971,107152,52389,112846,2960,162275,2,0,"20845
12.62%","2608
1.58%","14167
8.57%","8757
5.30%","93272
56.45%","12478
7.55%","1095
0.66%","547
0.33%","1042
0.63%","1226
0.74%","225
0.14%","1194
0.72%","1266
0.77%","3553
2.15%"
220,125347,127559,43,51126,27966,48418,28009,51117,2573,76553,6,0,"14831
18.74%","445
0.56%","6561
8.29%","2629
3.32%","44623
56.39%","2819
3.56%","374
0.47%","188
0.24%","516
0.65%","1085
1.37%","129
0.16%","350
0.44%","411
0.52%","1592
2.01%"
221,36107,31990,2420,12591,374,16605,2791,12586,383,14994,0,0,"4917
31.98%","307
1.99%","1720
11.19%","996
6.48%","4469
29.06%","1226
7.97%","121
0.79%","61
0.40%","109
0.71%","243
1.58%","14
0.09%","162
1.05%","185
1.20%","464
3.02%"
222,563231,481426,29264,231774,47564,172824,76448,231082,11807,295723,0,0,"47155
15.33%","2234
0.73%","38253
12.44%","14073
4.58%","152811
49.69%","14525
4.72%","2024
0.66%","1288
0.42%","3273
1.06%","5184
1.69%","734
0.24%","2195
0.71%","1652
0.54%","10322
3.36%"
223,597240,487630,2568,216882,12956,255224,14757,216641,9956,221442,0,0,"48374
20.91%","2804
1.21%","28459
12.30%","20390
8.81%","75163
32.48%","16642
7.19%","1926
0.83%","1180
0.51%","5497
2.38%","4628
2.00%","482
0.21%","2570
1.11%","1922
0.83%","11405
4.93%"
224,30704,30350,1912,15905,1002,11531,2859,15696,742,17813,0,0,"2318
12.49%","226
1.22%","2813
15.16%","919
4.95%","8667
46.71%","1162
6.26%","147
0.79%","87
0.47%","171
0.92%","229
1.23%","47
0.25%","251
1.35%","160
0.86%","616
3.32%"
225,376862,372342,46328,190839,16887,118288,63171,190123,3555,249739,0,0,"18145
7.16%","1093
0.43%","34172
13.49%","3048
1.20%","174561
68.92%","10228
4.04%","859
0.34%","772
0.30%","1007
0.40%","1546
0.61%","426
0.17%","1003
0.40%","873
0.34%","2006
0.79%"
