id,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,percent13,percent14,percent15,percent16,percent17,percent18,percent19,percent20,percent21,percent22,percent23,percent24,percent25,percent26,percent27,winner_index
216,11153,3352,5761,8909,55272,11450,37438,11087,0,2713,884,1371,2230,4834,0,0.071286128830199,0.021424817982971,0.036822302952749,0.056943221143212,0.353279348863801,0.07318440701423,0.239290640157095,0.070864237604085,0,0.017340549889049,0.005650219720575,0.008762953887905,0.014253382326789,0.030897242227667,0,17
217,10316,0,6248,7132,30955,8200,4025,48180,0,10103,1398,3152,2364,5935,0,0.074749289896238,0,0.045272713291236,0.051678135594285,0.224298469899199,0.059416813218331,0.029164960146803,0.349110007421851,0,0.073205861456683,0.010129842058442,0.0228392433249,0.017129432493675,0.043004730054975,0,20
218,27651,5601,7423,18167,48671,15254,30512,5607,0,0,1379,1433,3480,9461,0,0.158332331266212,0.032071844902857,0.042504777895618,0.104025905971937,0.278694603928009,0.087345801161222,0.174714506688817,0.032106195562539,0,0,0.007896280306892,0.008205489252919,0.019926798744005,0.054174552562366,0,17
219,19262,6807,18490,9468,85359,11482,0,0,0,0,0,0,0,4346,0,0.124099630187999,0.043855544973669,0.119125723144937,0.060999586086331,0.549943353268183,0.073975205686867,0,0,0,0,0,0,0,0.028000021243261,0,17
220,14256,0,5727,0,41421,4052,0,0,0,3127,0,0,2069,3310,0,0.192747627159893,0,0.077431452303498,0,0.560029367184072,0.054784746766854,0,0,0,0.04227835714214,0,0,0.027973751495711,0.044752594224651,0,17
221,4580,841,878,0,5072,647,0,0,0,367,0,0,0,0,0,0.36980218005652,0.06790269595761,0.070889702965794,0,0.409513181597386,0.052238767447458,0,0,0,0.029631572879779,0,0,0,0,0,17
222,31782,0,26520,0,127622,22973,6085,0,0,21415,11127,0,0,18566,0,0.11944079070991,0,0.099665481964283,0,0.479619462264167,0.086335411657823,0.022868192222951,0,0,0.080480252498685,0.041816659797005,0,0,0.069773353625523,0,17
223,27016,0,31940,18899,77160,26150,0,0,0,22528,7493,0,0,0,0,0.127925146553275,0,0.151240994443162,0.089489779398288,0.365364907051797,0.123824420935776,0,0,0,0.106673673225284,0.035480550136588,0,0,0,0,17
224,2550,0,3310,0,6156,1585,0,0,0,0,0,0,0,1593,0,0.16782940634461,0,0.217846744695943,0,0.405155456298558,0.104316341493375,0,0,0,0,0,0,0,0.104842859305329,0,17
225,29029,0,37871,0,125568,18320,0,0,0,0,0,0,10020,0,0,0.131467156987066,0,0.171510893862317,0,0.568674709421546,0.082967959007094,0,0,0,0,0,0,0.045378763605408,0,0,17
